random_index,source_id,ra,dec,parallax,parallax_over_error,pmdec,pmdec_error,pmra,pmra_error,ruwe,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp
1151255245,2927235686446482048,101.53937404054321,-20.336290720947652,0.9396473573802205,10.840818,4.799322660803837,0.0707244,2.146612532699936,0.05331884,1.3524984,16.998528,17.470755,16.30493,1.1658249
1549529675,2927235789525689600,101.54681246412136,-20.326527640181652,1.3772517714561996,62.61722,-1.347537808894178,0.018258337,-4.365866610676537,0.014176469,1.0484387,14.711588,15.096834,14.158093,0.93874073
1056612036,2927255718173840128,101.50182222386131,-20.08286207769214,0.8716656492184168,19.67564,-2.1232798297008344,0.042841874,-2.3897155269780375,0.035117064,1.2245395,15.985213,16.502075,15.311296,1.1907787
66743712,2927256302284415872,101.33578833381053,-20.147616816389636,0.8360822434745127,1.1759864,2.512256472499453,0.81352746,-0.4640763160050145,0.53358287,1.0100597,20.370064,21.056759,19.52248,1.5342789
1777892906,2927256542807662208,101.30722503729153,-20.14490295543004,0.9431858882884647,51.253803,3.8694580439944355,0.016651863,2.4891214342258206,0.011765956,1.0035213,14.2197485,14.56336,13.709542,0.85381794
895771961,2927273722670096640,100.97272798263609,-20.204125470525344,1.4290653982981891,1.4056553,2.47692881125526,0.8035504,-0.574810938077732,0.57449865,1.095465,20.631342,21.334372,19.844717,1.4896545
685931488,2927274405568718720,100.84646412160127,-20.279110941158766,1.3960004481884567,8.812525,-7.778322100234806,0.13300653,5.1882020833949385,0.09181717,1.0124667,18.678148,19.831293,17.632288,2.1990051
1615334816,2927238534002955136,101.6696599195825,-20.204931704947086,0.7292998379558396,3.8330126,2.1465063648190132,0.15230313,-0.6253389819457664,0.13911547,0.9954575,18.833563,19.448486,18.109882,1.338604
1692640111,2927238813182661248,101.52644164137517,-20.300960016232786,3.0930301571145318,131.2273,-15.482727496271885,0.020693813,-4.4806413472509075,0.015579895,1.0514394,14.943183,15.780149,14.047815,1.7323341
98995531,2927238847542394240,101.53889644111456,-20.297939374474513,1.2424936485627631,6.1564736,6.493676670727372,0.1749034,-3.7786042703060647,0.13439132,2.775596,17.311352,17.894054,16.518225,1.3758297
677205442,2927259630883204480,101.40505835209858,-20.03622472313567,1.1458539651584758,2.437699,0.2186327855408508,0.38464192,-1.481784270343676,0.32124722,0.99476165,19.892717,20.53933,19.186928,1.3524017
58334396,2927260081860597760,101.43172450532848,-20.003223100400064,1.1448135394149959,48.371323,4.257199268696982,0.02383052,0.6922845916193756,0.019444505,1.0004131,14.844394,15.243897,14.275092,0.9688053
1126237553,2927260288019004928,101.45447350541423,-19.974853876799784,2.3722190206593505,82.21538,4.873795771328506,0.028599521,-5.639113438004478,0.022894101,0.99669784,15.30847,16.078392,14.439021,1.6393709
38731367,2927278326877225728,101.09771120044333,-20.23325038828006,1.6209427261103118,0.765062,-2.372499474233479,1.8069057,2.7473284774094586,1.248608,1.1657797,20.904516,21.64492,19.527067,2.1178532
580124667,2927278597456889984,101.07185786566261,-20.207560133404364,1.2293580433798053,10.230441,-1.2830674716080206,0.11075327,-4.251598941683549,0.07501378,0.97029036,18.303852,19.431786,17.263777,2.1680088
1214849844,2927278704832045184,101.07634555139087,-20.198543288169894,2.528307391896985,1.393892,-1.9309093586185317,1.982447,-4.4560610327276935,1.332157,1.1207781,20.857624,21.718506,19.772978,1.945528
1012994895,2927278739195766656,101.11741008752014,-20.211489505372757,1.9135249056694843,1.7611082,-8.476350011104463,0.9857495,-3.398773802995303,0.56379926,0.9558661,20.717161,21.517046,19.681715,1.835331
710205781,2927225168068190720,101.06382719174263,-20.301043833357816,0.9830311976990367,6.095381,8.6928071611758,0.15673658,4.1190746143884,0.10585925,0.98403686,18.794186,19.813179,17.795773,2.0174065
